Date_str,Date,Mkt-RF,SMB,HML,RF
19990324,1999-03-24,0.51,-0.49,-0.28,0.018
19990325,1999-03-25,1.78,0.41,-0.92,0.018
19990326,1999-03-26,-0.5,0.97,-0.43,0.018
19990329,1999-03-29,1.98,-0.2,-1.72,0.018
19990330,1999-03-30,-0.63,0.67,-0.32,0.018
19990331,1999-03-31,-0.86,0.01,0.25,0.018
19990401,1999-04-01,0.54,-0.27,0.38,0.018
19990405,1999-04-05,1.87,-0.82,-0.9,0.018
19990406,1999-04-06,-0.26,0.04,-0.03,0.018
19990407,1999-04-07,0.42,-0.83,-0.08,0.018
19990408,1999-04-08,1.27,-0.41,-0.81,0.018
19990409,1999-04-09,0.43,1.21,-0.43,0.018
19990412,1999-04-12,0.87,0.26,-0.3,0.018
19990413,1999-04-13,-0.34,2.03,-0.33,0.018
19990414,1999-04-14,-1.43,0.63,1.97,0.018
19990415,1999-04-15,-0.39,-0.08,0.99,0.018
19990416,1999-04-16,-0.23,0.79,1,0.018
19990419,1999-04-19,-2.48,-0.98,3.48,0.018
19990420,1999-04-20,1.38,-0.22,-1.8,0.018
19990421,1999-04-21,2.53,0.54,-1.7,0.018
19990422,1999-04-22,1.35,-0.62,-0.67,0.018
19990423,1999-04-23,0.11,0.67,0.04,0.018
19990426,1999-04-26,0.44,0.91,-1.25,0.018
19990427,1999-04-27,0.09,-0.12,0.57,0.018
19990428,1999-04-28,-0.88,-0.04,1.49,0.018
19990429,1999-04-29,-0.45,0.37,0.72,0.018
19990430,1999-04-30,-0.47,0.66,-0.29,0.018
19990503,1999-05-03,1.1,-1.27,0.33,0.017
19990504,1999-05-04,-1.49,0.85,0.62,0.017
19990505,1999-05-05,1.03,-0.91,-0.03,0.017
19990506,1999-05-06,-1.15,0.86,1.04,0.017
19990507,1999-05-07,0.89,-0.46,-0.24,0.017
19990510,1999-05-10,-0.03,1.11,0.15,0.017
19990511,1999-05-11,1.19,0.02,-0.82,0.017
19990512,1999-05-12,0.65,0.12,-0.57,0.017
19990513,1999-05-13,0.23,0.22,0.18,0.017
19990514,1999-05-14,-2.14,0.77,0.49,0.017
19990517,1999-05-17,0.15,0,-0.74,0.017
19990518,1999-05-18,-0.4,0.39,0.5,0.017
19990519,1999-05-19,0.82,-0.17,0.03,0.017
19990520,1999-05-20,-0.36,0.97,0.26,0.017
19990521,1999-05-21,-0.57,0.77,0.55,0.017
19990524,1999-05-24,-1.93,0.08,0.96,0.017
19990525,1999-05-25,-1.81,-0.06,0.89,0.017
19990526,1999-05-26,1.41,-1.21,-0.69,0.017
19990527,1999-05-27,-1.43,1.18,0.09,0.017
19990528,1999-05-28,1.53,-0.06,-0.6,0.017
19990601,1999-06-01,-0.8,0.37,0.69,0.018
19990602,1999-06-02,0.13,-0.32,-0.43,0.018
19990603,1999-06-03,0.12,-0.24,0.26,0.018
19990604,1999-06-04,2.03,-0.27,-1.51,0.018
19990607,1999-06-07,0.71,0.23,-0.01,0.018
19990608,1999-06-08,-1.23,0.5,0.61,0.018
19990609,1999-06-09,0.16,0.64,-0.44,0.018
19990610,1999-06-10,-1.2,0.52,0.5,0.018
19990611,1999-06-11,-0.8,-0.08,0.38,0.018
19990614,1999-06-14,-0.49,-1.22,1,0.018
19990615,1999-06-15,0.52,-0.5,0.08,0.018
19990616,1999-06-16,2.26,-0.57,-1.12,0.018
19990617,1999-06-17,0.72,0.12,-0.67,0.018
19990618,1999-06-18,0.22,0.4,-0.12,0.018
19990621,1999-06-21,0.63,0.82,-0.75,0.018
19990622,1999-06-22,-0.93,0.62,0.23,0.018
19990623,1999-06-23,-0.14,0.16,0.03,0.018
19990624,1999-06-24,-1.31,0.65,0.43,0.018
19990625,1999-06-25,-0.06,0.17,-0.01,0.018
19990628,1999-06-28,1.23,0.14,-0.25,0.018
19990629,1999-06-29,1.49,-0.02,-0.89,0.018
19990630,1999-06-30,1.6,1.06,-1.55,0.018
19990701,1999-07-01,0.55,-0.75,-0.34,0.018
19990702,1999-07-02,0.73,0.05,-0.58,0.018
19990706,1999-07-06,-0.08,0.25,-0.06,0.018
19990707,1999-07-07,0.22,-0.48,-0.3,0.018
19990708,1999-07-08,0.03,0.55,-0.42,0.018
19990709,1999-07-09,0.54,0.38,-0.18,0.018
19990712,1999-07-12,-0.24,0.63,-0.03,0.018
19990713,1999-07-13,-0.39,0.25,0.1,0.018
19990714,1999-07-14,0.46,0.44,-0.61,0.018
19990715,1999-07-15,0.83,0.21,-0.5,0.018
19990716,1999-07-16,0.48,-0.43,-0.04,0.018
19990719,1999-07-19,-0.82,0.15,0.49,0.018
19990720,1999-07-20,-2.22,0.13,1.13,0.018
19990721,1999-07-21,0.27,0.1,-0.4,0.018
19990722,1999-07-22,-1.33,0.07,0.96,0.018
19990723,1999-07-23,-0.32,-0.21,-0.13,0.018
19990726,1999-07-26,-1.02,-0.51,0.73,0.018
19990727,1999-07-27,1.12,-0.41,-0.7,0.018
19990728,1999-07-28,0.15,0.28,-0.38,0.018
19990729,1999-07-29,-1.75,0.64,0.61,0.018
19990730,1999-07-30,-0.72,1.32,0.17,0.018
19990802,1999-08-02,-0.27,-0.43,0.37,0.018
19990803,1999-08-03,-0.79,-0.67,0.38,0.018
19990804,1999-08-04,-1.45,-0.43,1.2,0.018
19990805,1999-08-05,0.63,-0.8,-0.27,0.018
19990806,1999-08-06,-1,0.78,0.23,0.018
19990809,1999-08-09,-0.41,-0.38,0.74,0.018
19990810,1999-08-10,-1.16,0.32,0.14,0.018
19990811,1999-08-11,1.62,-0.74,-0.21,0.018
19990812,1999-08-12,-0.14,0.33,0.11,0.018
19990813,1999-08-13,2.21,-0.8,-1.26,0.018
19990816,1999-08-16,0.26,-0.1,-0.46,0.018
19990817,1999-08-17,0.97,-0.64,-0.09,0.018
19990818,1999-08-18,-0.75,0.45,-0.26,0.018
19990819,1999-08-19,-0.78,0.61,0.7,0.018
19990820,1999-08-20,0.89,-0.34,-0.39,0.018
19990823,1999-08-23,1.76,-0.87,-1.04,0.018
19990824,1999-08-24,0.18,-0.02,-0.44,0.018
19990825,1999-08-25,1.21,-0.02,-1.68,0.018
19990826,1999-08-26,-1.18,0.92,0.19,0.018
19990827,1999-08-27,-0.99,0.4,0.47,0.018
19990830,1999-08-30,-1.78,1.05,-0.13,0.018
19990831,1999-08-31,-0.17,0.31,-0.2,0.018
19990901,1999-09-01,0.76,-0.22,-0.1,0.018
19990902,1999-09-02,-0.86,0.35,0.15,0.018
19990903,1999-09-03,2.84,-0.95,-1.22,0.018
19990907,1999-09-07,-0.34,0.83,0.1,0.018
19990908,1999-09-08,-0.55,0.19,0.31,0.018
19990909,1999-09-09,0.31,0.15,0.03,0.018
19990910,1999-09-10,0.44,0.41,-0.45,0.018
19990913,1999-09-13,-0.64,0.33,0.08,0.018
19990914,1999-09-14,-0.52,0.23,-0.23,0.018
19990915,1999-09-15,-1.28,0.61,0.81,0.018
19990916,1999-09-16,-0.2,-0.89,0.07,0.018
19990917,1999-09-17,1.22,-0.21,-0.69,0.018
19990920,1999-09-20,0,-0.02,-0.62,0.018
19990921,1999-09-21,-1.93,0.63,0.17,0.018
19990922,1999-09-22,0.29,0.15,-0.87,0.018
19990923,1999-09-23,-2.35,0.45,0.88,0.018
19990924,1999-09-24,-0.19,-0.3,-0.42,0.018
19990927,1999-09-27,0.42,0.51,-0.26,0.018
19990928,1999-09-28,-0.23,0,-0.91,0.018
19990929,1999-09-29,-0.8,0.77,0.43,0.018
19990930,1999-09-30,0.92,0.48,-0.99,0.018
19991001,1999-10-01,-0.16,-0.17,-0.15,0.018
19991004,1999-10-04,1.66,-1.13,-0.61,0.018
19991005,1999-10-05,-0.09,0.07,-0.45,0.018
19991006,1999-10-06,1.82,-1.18,-0.48,0.018
19991007,1999-10-07,-0.47,0.32,-0.28,0.018
19991008,1999-10-08,1.09,-0.67,-0.77,0.018
19991011,1999-10-11,0.21,0.1,0.22,0.018
19991012,1999-10-12,-1.72,0.34,0.67,0.018
19991013,1999-10-13,-2.04,0.35,1.19,0.018
19991014,1999-10-14,-0.02,-0.32,0.04,0.018
19991015,1999-10-15,-2.65,1.57,0.45,0.018
19991018,1999-10-18,0.09,-1.32,-0.03,0.018
19991019,1999-10-19,0.76,-0.06,-0.88,0.018
19991020,1999-10-20,1.86,-0.65,-1.29,0.018
19991021,1999-10-21,-0.16,0.33,-0.39,0.018
19991022,1999-10-22,1.31,-1.07,0.67,0.018
19991025,1999-10-25,-0.43,0.25,0.1,0.018
19991026,1999-10-26,-0.85,0.69,0,0.018
19991027,1999-10-27,0.89,-1.06,-0.09,0.018
19991028,1999-10-28,3.32,-2.15,-0.73,0.018
19991029,1999-10-29,1.73,-0.99,-0.47,0.018
19991101,1999-11-01,-0.38,1.04,-0.1,0.017
19991102,1999-11-02,-0.33,0.09,0.68,0.017
19991103,1999-11-03,0.69,1.06,-0.7,0.017
19991104,1999-11-04,0.66,-0.19,-0.47,0.017
19991105,1999-11-05,0.79,-0.44,-0.26,0.017
19991108,1999-11-08,0.59,0.56,-0.73,0.017
19991109,1999-11-09,-0.78,1.19,0.13,0.017
19991110,1999-11-10,0.53,0.52,-0.74,0.017
19991111,1999-11-11,0.37,-0.02,-0.58,0.017
19991112,1999-11-12,1.1,-0.76,-0.09,0.017
19991115,1999-11-15,0.03,0.71,0.42,0.017
19991116,1999-11-16,1.84,-0.85,-0.51,0.017
19991117,1999-11-17,-0.63,0.89,0.21,0.017
19991118,1999-11-18,1.13,0.64,-1.32,0.017
19991119,1999-11-19,-0.11,0.24,-0.28,0.017
19991122,1999-11-22,0.02,0.56,-1.42,0.017
19991123,1999-11-23,-1.29,0.28,-0.04,0.017
19991124,1999-11-24,0.87,-0.07,-0.76,0.017
19991126,1999-11-26,0.23,0.86,-0.12,0.017
19991129,1999-11-29,-0.6,0.81,-0.55,0.017
19991130,1999-11-30,-1.28,-0.23,1.51,0.017
19991201,1999-12-01,0.49,-0.11,-0.3,0.02
19991202,1999-12-02,1.15,0.49,-0.89,0.02
19991203,1999-12-03,1.59,-0.89,-0.82,0.02
19991206,1999-12-06,-0.42,0.89,-0.61,0.02
19991207,1999-12-07,-0.43,0.89,-0.92,0.02
19991208,1999-12-08,-0.08,0.9,-0.41,0.02
19991209,1999-12-09,0.3,-0.26,-0.49,0.02
19991210,1999-12-10,0.51,0.58,-0.75,0.02
19991213,1999-12-13,0.05,1.1,-0.71,0.02
19991214,1999-12-14,-1.33,-0.43,1.19,0.02
19991215,1999-12-15,0.54,-1.02,0.1,0.02
19991216,1999-12-16,0.61,0.57,-0.83,0.02
19991217,1999-12-17,0.27,-0.15,-0.07,0.02
19991220,1999-12-20,-0.08,0.67,-0.77,0.02
19991221,1999-12-21,1.44,-0.05,-0.26,0.02
19991222,1999-12-22,0.33,0.14,-0.3,0.02
19991223,1999-12-23,1.3,-0.42,-0.42,0.02
19991227,1999-12-27,-0.21,0.8,-0.66,0.02
19991228,1999-12-28,0.21,0.37,-0.07,0.02
19991229,1999-12-29,0.64,0.94,0.02,0.02
19991230,1999-12-30,0.08,0.09,-0.04,0.02
19991231,1999-12-31,0.52,1.3,0.48,0.02
20000103,2000-01-03,-0.71,0.62,-1.41,0.021
20000104,2000-01-04,-4.06,0,2.06,0.021
20000105,2000-01-05,-0.09,0.2,0.16,0.021
20000106,2000-01-06,-0.73,-0.43,1.26,0.021
20000107,2000-01-07,3.21,-0.48,-1.42,0.021
20000110,2000-01-10,1.76,0.96,-1.52,0.021
20000111,2000-01-11,-1.71,0.24,0.81,0.021
20000112,2000-01-12,-0.69,-0.49,0.78,0.021
20000113,2000-01-13,1.59,0.72,-0.91,0.021
20000114,2000-01-14,1.15,0.36,-0.65,0.021
20000118,2000-01-18,-0.26,2.55,-0.48,0.021
20000119,2000-01-19,0.44,0.79,-0.36,0.021
20000120,2000-01-20,-0.37,1.96,-1.23,0.021
20000121,2000-01-21,0.23,1.54,-0.52,0.021
20000124,2000-01-24,-2.59,1.14,0.74,0.021
20000125,2000-01-25,0.49,-0.56,-0.09,0.021
20000126,2000-01-26,-0.44,-0.05,0.09,0.021
20000127,2000-01-27,-0.44,0.03,-0.69,0.021
20000128,2000-01-28,-2.82,-0.26,1.64,0.021
20000131,2000-01-31,1.5,-2.91,-0.44,0.021
20000201,2000-02-01,1.29,0.03,-0.09,0.022
20000202,2000-02-02,0.16,1.46,-0.22,0.022
20000203,2000-02-03,1.49,1.26,-1.29,0.022
20000204,2000-02-04,-0.05,1.13,-0.62,0.022
20000207,2000-02-07,0.35,1.5,-1.19,0.022
20000208,2000-02-08,1.23,0.61,-1.74,0.022
20000209,2000-02-09,-1.83,2.02,-0.41,0.022
20000210,2000-02-10,0.57,1.25,-0.55,0.022
20000211,2000-02-11,-1.74,0.88,0.93,0.022
20000214,2000-02-14,0.24,0.84,-0.15,0.022
20000215,2000-02-15,0.7,-0.58,0.03,0.022
20000216,2000-02-16,-0.58,2,-0.56,0.022
20000217,2000-02-17,0.46,2.03,-1.25,0.022
20000218,2000-02-18,-2.69,1.24,0.5,0.022
20000222,2000-02-22,0.11,-1.15,0.4,0.022
20000223,2000-02-23,1.24,0.81,-1.45,0.022
20000224,2000-02-24,0.01,1.03,-0.55,0.022
20000225,2000-02-25,-1.04,1.89,-0.14,0.022
20000228,2000-02-28,0.76,-0.12,-0.04,0.022
20000229,2000-02-29,1.96,1.54,-0.09,0.022
20000301,2000-03-01,1.39,0.88,-0.37,0.02
20000302,2000-03-02,-0.09,-0.23,0.6,0.02
20000303,2000-03-03,2.3,0.12,-1.21,0.02
20000306,2000-03-06,-0.77,1.57,0.32,0.02
20000307,2000-03-07,-2.2,0.6,0.93,0.02
20000308,2000-03-08,0.69,-0.31,-0.8,0.02
20000309,2000-03-09,2.45,-0.35,-0.36,0.02
20000310,2000-03-10,-0.43,0.27,0.12,0.02
20000313,2000-03-13,-1.48,-1.04,0.94,0.02
20000314,2000-03-14,-2.33,-1.15,1.19,0.02
20000315,2000-03-15,0.83,-4.67,1.01,0.02
20000316,2000-03-16,4.25,-3.58,0.19,0.02
20000317,2000-03-17,0.62,0.44,-0.23,0.02
20000320,2000-03-20,-1.71,-2.85,2.25,0.02
20000321,2000-03-21,1.95,-2.28,-0.37,0.02
20000322,2000-03-22,1.31,2.27,-1.08,0.02
20000323,2000-03-23,1.48,-0.78,-0.14,0.02
20000324,2000-03-24,0.11,-0.4,0.2,0.02
20000327,2000-03-27,-0.39,0.35,-0.44,0.02
20000328,2000-03-28,-1.34,-1.28,1.04,0.02
20000329,2000-03-29,-1,-2.57,2.26,0.02
20000330,2000-03-30,-1.76,-1.94,1.56,0.02
20000331,2000-03-31,1.19,0.09,0.27,0.02
20000403,2000-04-03,-1.67,-3.69,1.7,0.024
20000404,2000-04-04,-1.2,-1.64,0.11,0.024
20000405,2000-04-05,0.01,1.42,-0.92,0.024
20000406,2000-04-06,1.47,1.47,-0.39,0.024
20000407,2000-04-07,1.42,1.44,-0.16,0.024
20000410,2000-04-10,-1.95,-3.18,1.68,0.024
20000411,2000-04-11,-1.01,-2.13,1.9,0.024
20000412,2000-04-12,-2.97,-2.58,2.54,0.024
20000413,2000-04-13,-1.8,-0.31,0.94,0.024
20000414,2000-04-14,-6.72,-1.28,2.16,0.024
20000417,2000-04-17,2.94,-1.63,-1.66,0.024
20000418,2000-04-18,3.84,3.33,-2.43,0.024
20000419,2000-04-19,-0.8,1.59,-0.04,0.024
20000420,2000-04-20,0.09,-1.12,0.99,0.024
20000424,2000-04-24,-1.01,-2.31,1.1,0.024
20000425,2000-04-25,3.74,0.33,-0.89,0.024
20000426,2000-04-26,-1.23,0.37,1.13,0.024
20000427,2000-04-27,0.76,1.26,-0.5,0.024
20000428,2000-04-28,0.07,2.23,0.08,0.024
20000501,2000-05-01,1.4,1.13,-1.04,0.023
20000502,2000-05-02,-2.07,-1.05,1.67,0.023
20000503,2000-05-03,-2.09,0.33,-0.37,0.023
20000504,2000-05-04,0,0.65,0.34,0.023
20000505,2000-05-05,1.48,0.67,-0.44,0.023
20000508,2000-05-08,-0.98,-1.65,1.42,0.023
20000509,2000-05-09,-1.19,-0.8,0.59,0.023
20000510,2000-05-10,-2.7,-1.04,0.93,0.023
20000511,2000-05-11,2.08,0.12,0.2,0.023
20000512,2000-05-12,0.81,-0.58,0.37,0.023
20000515,2000-05-15,2.13,-0.82,-0.72,0.023
20000516,2000-05-16,1.3,0.41,-0.81,0.023
20000517,2000-05-17,-1.38,0.18,0.76,0.023
20000518,2000-05-18,-1.09,-1.13,0.86,0.023
20000519,2000-05-19,-2.39,-0.22,0.86,0.023
20000522,2000-05-22,-0.73,-1.47,0.42,0.023
20000523,2000-05-23,-2.38,-0.8,1.31,0.023
20000524,2000-05-24,1.55,-1.26,-1.2,0.023
20000525,2000-05-25,-1.29,0.28,0.48,0.023
20000526,2000-05-26,-0.18,0.04,0.32,0.023
20000530,2000-05-30,3.82,0.78,-2.29,0.023
20000531,2000-05-31,-0.22,-0.07,0.87,0.023
20000601,2000-06-01,2.5,0.69,-1.38,0.018
20000602,2000-06-02,2.91,1.55,-2.22,0.018
20000605,2000-06-05,-0.37,1.42,-0.79,0.018
20000606,2000-06-06,-0.87,0.67,0.22,0.018
20000607,2000-06-07,1.16,0.29,-0.75,0.018
20000608,2000-06-08,-0.6,0.66,0.25,0.018
20000609,2000-06-09,0.04,1.67,-0.33,0.018
20000612,2000-06-12,-1.19,-0.94,1.37,0.018
20000613,2000-06-13,1.45,-0.3,-0.74,0.018
20000614,2000-06-14,-0.16,-0.22,0.27,0.018
20000615,2000-06-15,0.5,0.06,-0.9,0.018
20000616,2000-06-16,-0.74,1.2,0.09,0.018
20000619,2000-06-19,1.66,0.27,-1.39,0.018
20000620,2000-06-20,-0.25,0.86,-0.3,0.018
20000621,2000-06-21,0.36,0.74,-0.46,0.018
20000622,2000-06-22,-1.88,-0.02,0.56,0.018
20000623,2000-06-23,-0.99,-0.06,0.68,0.018
20000626,2000-06-26,0.92,1.31,-1.22,0.018
20000627,2000-06-27,-0.55,-0.61,0.53,0.018
20000628,2000-06-28,0.77,1.66,-1.12,0.018
20000629,2000-06-29,-0.67,-0.09,0.99,0.018
20000630,2000-06-30,0.74,1.63,-1.33,0.018
20000703,2000-07-03,0.91,-0.72,0.77,0.024
20000705,2000-07-05,-1.6,-0.07,1.67,0.024
20000706,2000-07-06,0.87,0.07,-0.2,0.024
20000707,2000-07-07,1.46,-0.88,-0.57,0.024
20000710,2000-07-10,-0.13,0.2,0.43,0.024
20000711,2000-07-11,0.12,-0.32,0.21,0.024
20000712,2000-07-12,1.31,0.44,-0.69,0.024
20000713,2000-07-13,0.51,0.25,-0.57,0.024
20000714,2000-07-14,0.94,-0.42,-0.37,0.024
20000717,2000-07-17,0.1,1.09,-1.27,0.024
20000718,2000-07-18,-1.35,0.18,1.15,0.024
20000719,2000-07-19,-1.19,-0.43,1.31,0.024
20000720,2000-07-20,1.33,-0.29,-0.72,0.024
20000721,2000-07-21,-1.3,-0.43,0.95,0.024
20000724,2000-07-24,-1.44,-0.4,0.75,0.024
20000725,2000-07-25,0.51,-0.77,0.38,0.024
20000726,2000-07-26,-1.33,0.74,1.09,0.024
20000727,2000-07-27,-0.9,-1.86,2.64,0.024
20000728,2000-07-28,-2.33,-0.23,1.7,0.024
20000731,2000-07-31,1.03,0.8,-0.45,0.024
20000801,2000-08-01,0.16,-1.31,1.47,0.022
20000802,2000-08-02,0.02,-0.01,0.35,0.022
20000803,2000-08-03,1.11,-1.43,0.1,0.022
20000804,2000-08-04,0.89,-0.78,0.32,0.022
20000807,2000-08-07,1.16,0.16,-0.77,0.022
20000808,2000-08-08,0.1,-0.49,0.93,0.022
20000809,2000-08-09,-0.6,0.49,0.1,0.022
20000810,2000-08-10,-1.03,-0.38,0.97,0.022
20000811,2000-08-11,0.86,0.16,0.16,0.022
20000814,2000-08-14,1.24,-0.05,-0.39,0.022
20000815,2000-08-15,-0.46,-0.06,0.18,0.022
20000816,2000-08-16,-0.18,0.7,-0.26,0.022
20000817,2000-08-17,1.12,-0.38,-0.55,0.022
20000818,2000-08-18,-0.28,0.19,-0.26,0.022
20000821,2000-08-21,0.4,-0.06,-0.43,0.022
20000822,2000-08-22,-0.01,0.15,-0.16,0.022
20000823,2000-08-23,0.55,0.19,-0.94,0.022
20000824,2000-08-24,0.34,0.7,-0.89,0.022
20000825,2000-08-25,-0.04,0.7,-0.37,0.022
20000828,2000-08-28,0.49,-0.26,-0.33,0.022
20000829,2000-08-29,-0.03,0.64,-0.17,0.022
20000830,2000-08-30,-0.11,0.37,0.18,0.022
20000831,2000-08-31,1.19,0.14,-0.58,0.022
20000901,2000-09-01,0.38,0.17,-0.36,0.025
20000905,2000-09-05,-0.97,-0.25,1.3,0.025
20000906,2000-09-06,-1.23,-0.32,1.97,0.025
20000907,2000-09-07,0.8,0.71,-0.91,0.025
20000908,2000-09-08,-0.83,-0.86,1.2,0.025
20000911,2000-09-11,-0.45,-0.79,1.53,0.025
20000912,2000-09-12,-0.5,0.32,0.12,0.025
20000913,2000-09-13,0.29,-0.09,-0.28,0.025
20000914,2000-09-14,0.01,0.87,-0.27,0.025
20000915,2000-09-15,-1.23,-0.24,1.24,0.025
20000918,2000-09-18,-1.8,-0.35,0.58,0.025
20000919,2000-09-19,1.24,0.38,-1.41,0.025
20000920,2000-09-20,-0.39,0.68,-0.66,0.025
20000921,2000-09-21,-0.54,-0.63,0.93,0.025
20000922,2000-09-22,0.4,-0.54,-0.03,0.025
20000925,2000-09-25,-0.56,-0.35,0.58,0.025
20000926,2000-09-26,-0.96,-0.57,1.13,0.025
20000927,2000-09-27,-0.21,-0.66,0.34,0.025
20000928,2000-09-28,2.32,0.08,-1.12,0.025
20000929,2000-09-29,-1.26,0.58,1.44,0.025
20001002,2000-10-02,-0.7,-1.59,1.41,0.025
20001003,2000-10-03,-1.29,0.16,0.9,0.025
20001004,2000-10-04,0.64,0.12,-0.75,0.025
20001005,2000-10-05,-0.23,-0.25,0.35,0.025
20001006,2000-10-06,-2.17,-0.09,1.58,0.025
20001009,2000-10-09,-0.39,-0.25,0.36,0.025
20001010,2000-10-10,-1.44,-0.07,0.88,0.025
20001011,2000-10-11,-1.77,-0.08,0.94,0.025
20001012,2000-10-12,-2.83,0.6,1.25,0.025
20001013,2000-10-13,3.88,-0.59,-2.22,0.025
20001016,2000-10-16,0.24,-0.21,-0.43,0.025
20001017,2000-10-17,-1.95,0.12,0.72,0.025
20001018,2000-10-18,-0.84,-0.36,0.7,0.025
20001019,2000-10-19,3.66,-0.49,-2.29,0.025
20001020,2000-10-20,0.92,0.51,-1.19,0.025
20001023,2000-10-23,0.03,0.65,-0.51,0.025
20001024,2000-10-24,-0.12,-0.97,1.16,0.025
20001025,2000-10-25,-2.52,-0.14,1.95,0.025
20001026,2000-10-26,0,1.02,-0.53,0.025
20001027,2000-10-27,0.91,-1.11,1.08,0.025
20001030,2000-10-30,0.74,-1.63,1.85,0.025
20001031,2000-10-31,2.75,0.68,-1.68,0.025
20001101,2000-11-01,-0.48,-0.32,0.58,0.024
20001102,2000-11-02,1.05,1.24,-1.02,0.024
20001103,2000-11-03,-0.03,1.03,-0.93,0.024
20001106,2000-11-06,0.13,-0.73,0.06,0.024
20001107,2000-11-07,-0.08,0.22,0.13,0.024
20001108,2000-11-08,-1.97,0.22,2.07,0.024
20001109,2000-11-09,-0.96,-0.4,0.93,0.024
20001110,2000-11-10,-2.69,-0.58,2.48,0.024
20001113,2000-11-13,-1.39,-0.08,1.6,0.024
20001114,2000-11-14,2.66,-0.03,-1.95,0.024
20001115,2000-11-15,0.6,0.05,0.03,0.024
20001116,2000-11-16,-1.67,-0.63,1.73,0.024
20001117,2000-11-17,-0.52,0.75,0.51,0.024
20001120,2000-11-20,-2.46,-0.28,1.63,0.024
20001121,2000-11-21,-0.05,-0.77,0.55,0.024
20001122,2000-11-22,-2.12,-0.28,2.04,0.024
20001124,2000-11-24,2.08,0.87,-2.13,0.024
20001127,2000-11-27,0.3,-0.28,-0.52,0.024
20001128,2000-11-28,-1.67,-1.21,2.65,0.024
20001129,2000-11-29,0.18,-1.62,0.94,0.024
20001130,2000-11-30,-2.03,-0.73,1.54,0.024
20001201,2000-12-01,0.51,1.48,-0.58,0.025
20001204,2000-12-04,0.35,-1.45,0.62,0.025
20001205,2000-12-05,4.55,0.07,-2.82,0.025
20001206,2000-12-06,-1.78,-0.1,1.35,0.025
20001207,2000-12-07,-0.59,0.03,0.52,0.025
20001208,2000-12-08,2.79,0.64,-1.29,0.025
20001211,2000-12-11,1.15,0.26,-0.95,0.025
20001212,2000-12-12,-1.07,-0.52,0.53,0.025
20001213,2000-12-13,-1.14,-0.19,0.97,0.025
20001214,2000-12-14,-1.8,0.2,0.88,0.025
20001215,2000-12-15,-1.96,0.31,1.59,0.025
20001218,2000-12-18,0.6,-0.75,1.51,0.025
20001219,2000-12-19,-1.63,-0.51,2.19,0.025
20001220,2000-12-20,-3.59,-1,3.13,0.025
20001221,2000-12-21,0.54,-0.15,0.11,0.025
20001222,2000-12-22,3.06,0.64,-1.91,0.025
20001226,2000-12-26,0.55,-0.48,0.81,0.025
20001227,2000-12-27,1.36,0.78,-0.38,0.025
20001228,2000-12-28,0.88,1.81,-0.7,0.025
20001229,2000-12-29,-1.23,-0.19,1.37,0.025
20010102,2001-01-02,-3.52,-0.14,1.67,0.026
20010103,2001-01-03,5.39,0.71,-4.33,0.026
20010104,2001-01-04,-1.3,1.03,-0.25,0.026
20010105,2001-01-05,-2.98,0.15,2.38,0.026
20010108,2001-01-08,-0.36,-0.68,1.25,0.026
20010109,2001-01-09,0.51,0.58,-0.39,0.026
20010110,2001-01-10,1.44,0.74,-1.06,0.026
20010111,2001-01-11,1.39,1.65,-2.9,0.026
20010112,2001-01-12,-0.4,1.26,-0.62,0.026
20010116,2001-01-16,0.68,1.2,-0.49,0.026
20010117,2001-01-17,0.37,0.08,-0.61,0.026
20010118,2001-01-18,1.16,-0.05,-1.42,0.026
20010119,2001-01-19,-0.55,-0.21,-0.22,0.026
20010122,2001-01-22,-0.01,-0.52,1.25,0.026
20010123,2001-01-23,1.57,0.31,-0.19,0.026
20010124,2001-01-24,0.34,-0.54,-0.15,0.026
20010125,2001-01-25,-0.81,-0.54,1.41,0.026
20010126,2001-01-26,-0.11,0.3,-0.21,0.026
20010129,2001-01-29,0.9,0.63,-0.34,0.026
20010130,2001-01-30,0.63,-0.09,-0.28,0.026
20010131,2001-01-31,-0.72,0.41,0.32,0.026
20010201,2001-02-01,0.39,-0.2,0.56,0.02
20010202,2001-02-02,-1.9,-0.26,2.15,0.02
20010205,2001-02-05,0.17,-0.51,0.99,0.02
20010206,2001-02-06,0.04,1.09,-0.6,0.02
20010207,2001-02-07,-0.86,0.66,1.4,0.02
20010208,2001-02-08,-0.67,-0.4,0.91,0.02
20010209,2001-02-09,-1.42,-0.17,1.27,0.02
20010212,2001-02-12,1.1,0.12,0.12,0.02
20010213,2001-02-13,-0.9,0.25,0.89,0.02
20010214,2001-02-14,-0.04,0.41,-0.35,0.02
20010215,2001-02-15,0.93,0.38,-1.01,0.02
20010216,2001-02-16,-1.93,-0.65,1.91,0.02
20010220,2001-02-20,-1.93,0.23,1.36,0.02
20010221,2001-02-21,-1.84,0.03,0.92,0.02
20010222,2001-02-22,-0.48,-1.02,0.52,0.02
20010223,2001-02-23,-0.38,0.4,-0.44,0.02
20010226,2001-02-26,1.91,-0.25,-0.2,0.02
20010227,2001-02-27,-1.17,-1.25,1.73,0.02
20010228,2001-02-28,-1.48,0.36,0.87,0.02
20010301,2001-03-01,0.02,-0.22,-0.06,0.019
20010302,2001-03-02,-0.53,0.48,0.98,0.019
